,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4
0,96.0258789999998,136.6665039999998,102.30761700000039,126.9228520000006,122.69238299999961,111.9228520000006,110.25634799999989,110.64111300000059,111.41015599999992,105.38476599999922,87.30761700000039,104.74365200000011,51.9228520000006,116.0258789999998
1,100.12841800000024,141.41015599999992,98.9741210000002,135.2563479999999,125.25634799999989,112.82031300000017,107.94873000000007,104.23095699999976,111.9228520000006,100.76904300000024,88.0771479999994,102.56396500000028,55.12841800000024,116.0258789999998
2,103.7177729999994,145.2563479999999,97.69238299999961,142.43603499999972,125.76904300000024,114.10253900000043,108.7177729999994,102.30761700000039,111.9228520000006,100.51269500000035,88.0771479999994,101.9228520000006,54.74365200000011,115.12841800000024
3,107.05126999999993,148.84619099999964,100.51269500000035,146.6665039999998,124.87158199999976,114.61523400000078,112.69238299999961,106.6665039999998,113.84619099999964,106.2822270000006,90.0,103.9741210000002,53.589844000000085,114.10253900000043
4,109.10253900000043,151.2822270000006,105.0,146.79492200000004,122.82031300000017,113.58984400000008,117.30761700000039,113.9741210000002,118.0771479999994,114.35888699999941,94.23095699999976,107.17968800000017,53.46142599999985,113.46142599999985
5,107.94873000000007,151.41015599999992,106.41015599999992,143.20507799999996,120.25634799999989,111.15380900000036,117.94873000000007,118.7177729999994,121.41015599999992,117.82031300000017,97.30761700000039,108.20507799999996,52.94873000000007,113.7177729999994
6,102.94873000000007,149.3588869999994,101.41015599999992,137.56396500000028,118.20507799999996,108.7177729999994,112.05126999999993,117.56396500000028,119.87158199999976,112.82031300000017,95.38476599999922,105.0,49.48730499999965,114.35888699999941
7,96.15380900000036,147.17968800000017,91.79492200000004,132.82031300000017,117.82031300000017,107.56396500000028,102.56396500000028,111.53857400000015,113.3334960000002,102.05126999999993,88.58984400000008,99.10253900000043,42.94873000000007,114.35888699999941
8,91.41015599999992,146.9228520000006,83.9741210000002,132.3076170000004,120.12841800000024,108.9741210000002,95.64111300000059,105.89746099999957,106.41015599999992,93.58984400000008,81.41015599999992,94.87158199999976,37.43603499999972,113.0771479999994
9,92.17968800000017,149.3588869999994,83.7177729999994,138.3334960000002,124.74365200000011,111.9228520000006,96.41015599999992,105.38476599999922,104.87158199999976,94.23095699999976,80.0,95.89746099999957,37.94873000000007,111.0258789999998
10,97.94873000000007,152.6923829999996,90.64111300000059,149.10253900000043,130.2563479999999,114.23095699999976,104.74365200000011,110.89746099999957,110.76904300000024,103.9741210000002,85.76904300000024,101.15380900000036,45.25634799999989,109.23095699999976
11,103.84619099999964,154.48730499999965,99.10253900000043,159.23095699999976,134.87158199999976,114.10253900000043,115.51269500000035,117.69238299999961,119.61523400000078,116.41015599999992,94.10253900000043,106.53857400000015,54.61523400000078,108.84619099999964
12,105.0,153.58984400000008,102.69238299999961,162.82031300000017,137.17968800000017,111.53857400000015,122.17968800000017,120.51269500000035,124.35888699999941,123.3334960000002,97.94873000000007,107.43603499999972,59.48730499999965,109.87158199999976
13,99.23095699999976,151.15380900000036,99.35888699999941,157.43603499999972,136.2822270000006,108.46142599999985,121.79492200000004,116.9228520000006,120.76904300000024,120.38476599999922,93.9741210000002,102.69238299999961,56.53857400000015,111.6665039999998
14,89.74365200000011,148.58984400000008,92.05126999999993,146.15380900000036,131.41015599999992,106.9228520000006,116.53857400000015,109.87158199999976,110.51269500000035,109.10253900000043,84.35888699999941,95.25634799999989,47.82031300000017,112.82031300000017
15,81.9228520000006,146.9228520000006,86.2822270000006,135.89746099999957,123.3334960000002,108.46142599999985,111.0258789999998,104.23095699999976,100.0,96.41015599999992,74.87158199999976,89.74365200000011,39.102539000000434,112.82031300000017
16,80.0,146.0258789999998,85.76904300000024,132.43603499999972,115.76904300000024,112.05126999999993,108.9741210000002,102.94873000000007,95.51269500000035,89.61523400000078,70.25634799999989,89.23095699999976,35.64111300000059,112.43603499999972
17,84.48730499999965,146.0258789999998,89.74365200000011,137.05126999999993,113.58984400000008,115.25634799999989,111.0258789999998,105.38476599999922,99.48730499999965,91.53857400000015,71.2822270000006,93.58984400000008,37.82031300000017,112.82031300000017
18,91.9228520000006,146.0258789999998,94.10253900000043,145.12841800000024,118.58984400000008,115.89746099999957,114.87158199999976,108.46142599999985,107.82031300000017,99.23095699999976,74.87158199999976,99.23095699999976,41.9228520000006,114.61523400000078
19,96.79492200000004,144.23095699999976,94.87158199999976,149.48730499999965,127.17968800000017,113.84619099999964,117.05126999999993,109.61523400000078,113.0771479999994,105.89746099999957,77.05126999999993,101.2822270000006,42.82031300000017,116.41015599999992
20,94.87158199999976,138.3334960000002,91.2822270000006,145.76904300000024,132.05126999999993,111.6665039999998,115.76904300000024,107.94873000000007,110.51269500000035,106.0258789999998,75.76904300000024,97.82031300000017,37.69238299999961,117.17968800000017
21,86.6665039999998,128.58984400000008,85.51269500000035,134.7436520000001,128.0771479999994,111.15380900000036,110.76904300000024,104.10253900000043,100.89746099999957,98.0771479999994,71.79492200000004,90.38476599999922,28.461425999999847,116.53857400000015
22,76.9228520000006,118.7177729999994,80.51269500000035,122.69238299999961,116.6665039999998,112.30761700000039,104.48730499999965,99.74365200000011,89.74365200000011,86.15380900000036,67.17968800000017,83.3334960000002,19.48730499999965,115.51269500000035
23,71.15380900000036,113.84619099999964,78.20507799999996,116.79492200000004,104.35888699999941,113.7177729999994,100.0,96.6665039999998,83.7177729999994,76.6665039999998,65.12841800000024,80.76904300000024,15.641113000000587,114.74365200000011
24,72.82031300000017,116.9228520000006,79.23095699999976,120.0,98.46142599999985,115.0,99.61523400000078,96.2822270000006,86.0258789999998,75.76904300000024,67.43603499999972,83.7177729999994,18.333496000000196,114.74365200000011
25,80.64111300000059,125.89746099999957,83.0771479999994,129.48730499999965,101.2822270000006,115.76904300000024,103.3334960000002,98.84619099999964,94.48730499999965,84.35888699999941,73.84619099999964,90.38476599999922,26.153809000000365,115.25634799999989
26,90.64111300000059,135.51269500000035,88.46142599999985,139.23095699999976,109.10253900000043,115.76904300000024,108.84619099999964,103.3334960000002,104.61523400000078,98.3334960000002,81.6665039999998,97.56396500000028,36.025878999999804,115.25634799999989
27,98.7177729999994,141.2822270000006,94.35888699999941,145.12841800000024,116.2822270000006,115.38476599999922,113.7177729999994,108.84619099999964,112.43603499999972,111.41015599999992,88.46142599999985,102.82031300000017,45.897460999999566,114.23095699999976
28,102.69238299999961,142.94873000000007,100.38476599999922,147.6923829999996,119.61523400000078,115.76904300000024,116.6665039999998,114.23095699999976,117.05126999999993,118.84619099999964,93.3334960000002,105.64111300000059,54.102539000000434,112.17968800000017
29,103.20507799999996,143.7177729999994,105.12841800000024,149.23095699999976,119.74365200000011,116.9228520000006,117.30761700000039,118.0771479999994,119.23095699999976,119.61523400000078,96.41015599999992,106.53857400000015,59.102539000000434,110.89746099999957
30,100.64111300000059,145.38476599999922,106.2822270000006,150.0,118.46142599999985,117.82031300000017,115.89746099999957,118.20507799999996,119.23095699999976,115.25634799999989,96.9228520000006,105.89746099999957,58.7177729999994,111.6665039999998
31,94.87158199999976,146.41015599999992,102.17968800000017,148.7177729999994,116.79492200000004,117.43603499999972,112.30761700000039,113.58984400000008,116.2822270000006,108.20507799999996,93.9741210000002,103.9741210000002,52.56396500000028,113.9741210000002
32,87.05126999999993,143.84619099999964,93.84619099999964,144.87158199999976,114.61523400000078,116.41015599999992,107.17968800000017,106.0258789999998,110.12841800000024,100.38476599999922,87.56396500000028,101.0258789999998,42.82031300000017,116.0258789999998
33,80.12841800000024,136.6665039999998,85.89746099999957,139.7436520000001,112.30761700000039,116.0258789999998,102.30761700000039,99.35888699999941,102.82031300000017,93.84619099999964,79.87158199999976,98.3334960000002,34.48730499999965,115.89746099999957
