,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.0,-95.38452099999996,-274.35888699999987,83.46142599999985,99.48730499999964,102.6923829999996,120.76904300000022,121.41015599999993,122.43603499999972,127.56396500000028,80.12841800000024,62.69238299999961,99.61523400000078,-311.5385740000001,110.64111300000059
1,1.0,-94.48706099999978,-274.10253900000004,82.17968800000017,101.92285200000059,101.92285200000059,118.07714799999941,120.64111300000059,121.79492200000004,125.51269500000036,75.89746099999957,60.38476599999922,98.46142599999985,-313.33325200000036,112.05126999999992
2,2.0,-93.20507799999996,-272.05127000000044,83.84619099999964,103.71777299999941,99.61523400000078,115.38476599999922,118.71777299999941,120.12841800000022,122.82031300000016,75.12841800000024,58.0771479999994,97.43603499999972,-313.33325200000036,108.20507799999996
3,3.0,-94.61547900000004,-268.84619099999964,87.30761700000038,103.07714799999941,96.53857400000015,113.97412100000021,116.28222700000059,118.07714799999941,120.76904300000022,77.94873000000007,56.9228520000006,96.79492200000004,-311.15380900000036,104.87158199999978
4,4.0,-100.1281740000004,-265.76928699999957,89.74365200000011,99.35888699999941,94.35888699999941,113.71777299999941,114.35888699999941,116.41015599999993,120.12841800000022,81.28222700000059,56.794922000000035,96.15380900000036,-308.58984399999963,107.05126999999992
5,5.0,-104.8718259999996,-263.58984399999963,89.74365200000011,94.87158199999978,94.74365200000014,114.23095699999978,113.84619099999964,115.89746099999957,120.76904300000022,82.94873000000007,58.3334960000002,96.28222700000059,-307.0512700000004,110.64111300000059
6,6.0,-100.51293900000022,-262.43579099999937,88.46142599999985,94.10253900000043,97.3076170000004,115.12841800000022,114.61523400000078,117.17968800000016,121.92285200000059,82.82031300000017,63.205077999999965,99.23095699999978,-304.4870609999998,110.12841800000022
7,7.0,-84.35888699999988,-261.66674799999964,88.20507799999996,98.84619099999964,98.97412100000021,115.51269500000036,115.64111300000059,119.23095699999978,122.82031300000016,81.92285200000059,72.05126999999993,105.64111300000059,-296.923096,107.82031300000016
8,8.0,-63.846190999999635,-258.84619099999964,89.74365200000011,106.28222700000059,96.53857400000015,114.10253900000043,115.0,120.25634799999986,122.3076170000004,80.51269500000035,81.53857400000015,113.33349600000021,-282.820557,109.48730499999964
9,9.0,-49.61547900000005,-250.25634799999992,91.92285200000059,111.28222700000059,91.15380900000036,111.53857400000015,112.43603499999972,118.97412100000021,120.38476599999922,78.58984400000007,86.53857400000015,118.84619099999964,-265.64111300000013,113.71777299999941
10,10.0,-45.64111300000013,-234.74365200000008,94.35888699999941,112.43603499999972,87.69238299999962,109.48730499999964,109.61523400000078,115.89746099999957,118.07714799999941,76.79492200000004,85.51269500000035,121.41015599999993,-252.30761700000042,114.61523400000078
11,11.0,-46.53857400000015,-217.17944300000002,97.3076170000004,112.05126999999992,90.38476599999922,109.61523400000078,108.33349600000021,112.43603499999972,115.89746099999957,75.76904300000024,82.82031300000017,123.46142599999985,-247.69238299999958,112.56396500000028
12,12.0,-44.10253899999998,-206.15380900000042,101.41015599999993,113.20507799999996,97.6923829999996,111.02587899999979,108.84619099999964,109.48730499999964,114.35888699999941,75.64111300000059,85.25634799999989,128.46142599999985,-248.71801800000003,112.82031300000016
13,13.0,-33.974365000000034,-206.923096,106.02587899999979,116.66650399999979,104.10253900000043,112.43603499999972,110.25634799999986,107.17968800000016,113.58984400000007,76.79492200000004,96.15380900000036,137.05126999999993,-244.4870609999998,115.25634799999986
14,14.0,-16.41015600000037,-214.74365200000008,110.38476599999922,121.53857400000015,105.0,113.20507799999996,111.66650399999979,105.89746099999957,114.23095699999978,80.0,112.3076170000004,147.9487300000001,-225.25634799999992,114.48730499999964
15,15.0,5.512695000000348,-216.66674799999961,114.61523400000078,126.92285200000059,100.25634799999986,113.33349600000021,112.17968800000016,105.89746099999957,115.51269500000036,84.61523400000078,125.89746099999957,159.61523400000078,-191.923096,110.12841800000022
16,16.0,26.410155999999915,-201.79492200000004,118.97412100000021,132.3076170000004,92.43603499999972,112.05126999999992,111.41015599999993,106.41015599999993,115.76904300000022,86.92285200000059,130.12841800000024,170.89746099999957,-157.43579099999945,108.20507799999996
17,17.0,40.38476599999922,-169.74365200000008,122.17968800000016,137.43603499999972,86.02587899999979,108.71777299999941,108.84619099999964,106.15380900000036,114.10253900000043,83.84619099999964,123.84619099999964,180.51269500000038,-136.41015600000037,110.76904300000022
18,18.0,45.12841800000024,-130.76928699999962,123.58984400000007,142.17968800000014,84.48730499999965,104.74365200000014,105.89746099999957,104.74365200000014,111.28222700000059,76.41015599999993,113.46142599999985,186.9228520000006,-131.02563499999997,112.6923829999996
19,19.0,43.3334960000002,-98.58984399999964,123.33349600000021,146.0258789999998,88.33349600000021,102.56396500000028,104.23095699999978,103.71777299999941,108.97412100000021,69.61523400000078,107.82031300000016,189.23095699999973,-127.0512700000004,110.64111300000059
20,20.0,40.769043000000245,-81.15380900000036,122.56396500000028,148.3334960000002,94.35888699999941,102.56396500000028,104.61523400000078,104.61523400000078,108.58984400000007,67.94873000000007,111.41015599999993,188.7177729999994,-103.71801800000004,108.97412100000021
21,21.0,43.3334960000002,-76.66674799999964,121.66650399999979,149.61523400000078,97.6923829999996,103.71777299999941,106.02587899999979,107.43603499999972,110.38476599999922,72.56396500000028,121.92285200000059,187.94873000000007,-48.076904000000006,111.53857400000015
22,22.0,55.512695000000356,-76.15380900000036,121.02587899999979,151.79492200000004,96.66650399999979,104.74365200000014,106.92285200000059,110.51269500000036,113.84619099999964,80.76904300000024,133.3334960000002,189.87158199999973,35.641113000000594,114.35888699999941
23,23.0,80.25634799999989,-72.56420900000056,121.41015599999993,157.43603499999972,92.94873000000008,105.25634799999986,106.79492200000004,112.3076170000004,117.43603499999972,87.56396500000028,140.76904300000024,196.6665039999998,127.82031300000016,112.82031300000016
