,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.0,150.51269500000038,178.3334960000002,131.0258789999998,162.56396500000028,96.02587899999979,112.94873000000008,119.23095699999978,102.17968800000016,103.20507799999996,98.20507799999996,95.38476599999922,114.23095699999978,124.48730499999964,114.23095699999978
1,1.0,152.56396500000028,176.41015599999992,132.43603499999972,167.17968800000014,102.17968800000016,114.10253900000043,119.61523400000078,106.53857400000015,105.12841800000022,110.64111300000059,99.35888699999941,115.38476599999922,129.10253900000043,112.43603499999972
2,2.0,154.87158199999976,175.89746099999957,133.20507799999996,173.7177729999994,115.89746099999957,113.33349600000021,117.56396500000028,110.38476599999922,106.41015599999993,116.53857400000015,105.76904300000022,116.28222700000059,132.56396500000028,111.66650399999979
3,3.0,156.0258789999998,176.79492200000004,132.82031300000014,178.8461909999996,129.23095699999976,111.15380900000036,114.74365200000014,112.43603499999972,106.28222700000059,112.82031300000016,111.66650399999979,115.89746099999957,134.61523400000078,112.82031300000016
4,4.0,157.0512699999999,178.58984400000008,132.43603499999972,180.12841800000027,135.38476599999922,109.61523400000078,113.20507799999996,112.56396500000028,106.41015599999993,103.97412100000021,115.0,115.0,136.9228520000006,115.64111300000059
5,5.0,160.89746099999957,181.79492200000004,134.74365200000008,179.23095699999973,133.7177729999994,110.0,114.74365200000014,112.94873000000008,109.48730499999964,98.20507799999996,116.53857400000015,115.89746099999957,140.51269500000035,118.33349600000021
6,6.0,168.8461909999996,187.30761700000042,141.0258789999998,180.89746099999957,128.20507799999996,112.05126999999992,118.71777299999941,115.38476599999922,116.02587899999979,101.41015599999993,118.58984400000007,119.87158199999978,144.74365200000008,119.23095699999978
7,7.0,178.20507799999996,193.205078,148.58984400000008,187.05126999999996,123.20507799999996,113.97412100000021,122.3076170000004,118.97412100000021,123.07714799999941,112.05126999999992,122.43603499999972,125.76904300000022,147.43603499999972,117.6923829999996
8,8.0,183.58984400000008,195.64111300000062,152.17968800000014,194.6152340000008,119.74365200000014,114.35888699999941,122.3076170000004,120.12841800000022,125.64111300000059,122.05126999999992,126.53857400000015,129.61523400000078,146.53857400000015,114.61523400000078
9,9.0,180.76904300000027,190.3847659999992,148.3334960000002,196.9228520000006,116.02587899999979,112.82031300000016,117.05126999999992,115.51269500000036,120.25634799999986,122.82031300000016,126.79492200000004,128.20507799999996,141.6665039999998,111.41015599999993
10,10.0,170.25634799999992,178.0771479999994,138.7177729999994,189.6152340000008,110.0,110.12841800000022,107.94873000000008,105.89746099999957,107.94873000000008,111.41015599999993,120.64111300000059,121.41015599999993,134.3588869999994,109.23095699999978
11,11.0,157.43603499999972,165.12841800000024,128.7177729999994,175.51269500000038,102.94873000000008,107.94873000000008,98.46142599999985,95.64111300000059,94.87158199999978,93.71777299999941,109.61523400000078,113.46142599999985,128.0771479999994,109.23095699999978
12,12.0,150.0,160.0,124.35888699999941,163.0771479999994,98.84619099999964,107.3076170000004,92.17968800000016,89.61523400000078,87.82031300000017,80.0,100.38476599999922,109.48730499999964,126.28222700000059,111.02587899999979
13,13.0,152.3076170000004,165.6411130000006,127.3076170000004,160.0,99.61523400000078,108.46142599999985,90.76904300000022,88.97412100000021,89.48730499999965,77.05126999999993,98.58984400000007,111.41015599999993,128.84619099999964,113.71777299999941
14,14.0,161.79492200000004,175.76904300000027,134.23095699999976,166.6665039999998,103.58984400000007,110.76904300000022,93.07714799999941,91.02587899999979,95.89746099999957,83.3334960000002,104.87158199999978,116.66650399999979,132.43603499999972,115.76904300000022
15,15.0,171.0258789999998,180.64111300000062,139.48730499999965,176.9228520000006,107.05126999999992,112.6923829999996,96.15380900000036,92.05126999999992,100.76904300000022,92.17968800000016,114.10253900000043,120.25634799999986,132.82031300000014,116.41015599999993
16,16.0,173.3334960000002,175.25634799999992,139.74365200000008,182.94873000000007,107.6923829999996,113.46142599999985,98.33349600000021,90.76904300000022,100.12841800000022,97.3076170000004,119.23095699999978,119.35888699999941,129.87158199999976,115.76904300000022
17,17.0,168.46142599999985,163.20507799999996,135.76904300000024,182.82031300000014,106.15380900000036,112.94873000000008,99.61523400000078,88.71777299999941,94.87158199999978,96.66650399999979,116.79492200000004,114.87158199999978,126.41015599999993,114.48730499999964
18,18.0,161.1538090000004,152.6923829999996,130.89746099999957,179.35888699999938,104.48730499999964,112.17968800000016,100.76904300000022,88.20507799999996,89.23095699999978,92.17968800000016,108.84619099999964,109.74365200000014,125.0,113.20507799999996
19,19.0,156.79492200000004,149.87158199999976,128.46142599999985,176.9228520000006,103.84619099999964,112.43603499999972,102.17968800000016,90.12841800000022,86.79492200000004,87.56396500000028,101.41015599999993,107.3076170000004,125.38476599999922,112.43603499999972
20,20.0,156.9228520000006,154.74365200000008,129.48730499999965,177.69238299999958,105.0,114.10253900000043,103.46142599999985,93.07714799999941,88.97412100000021,85.51269500000035,99.48730499999964,108.97412100000021,126.28222700000059,112.17968800000016
21,21.0,160.25634799999992,163.58984400000008,132.3076170000004,180.89746099999957,107.82031300000016,116.28222700000059,104.35888699999941,95.38476599999922,94.61523400000078,87.69238299999962,104.10253900000043,113.20507799999996,127.6923829999996,111.66650399999979
22,22.0,163.9741210000002,171.6665039999998,134.87158199999976,184.35888699999938,112.56396500000028,117.3076170000004,104.87158199999978,96.53857400000015,100.89746099999957,93.58984400000007,111.41015599999993,117.3076170000004,130.25634799999992,110.76904300000022
23,23.0,166.1538090000004,175.76904300000027,136.15380900000036,185.76904300000027,118.58984400000007,116.92285200000059,105.38476599999922,97.6923829999996,104.74365200000014,100.25634799999986,115.89746099999957,118.84619099999964,133.84619099999964,109.74365200000014
24,24.0,165.51269500000038,174.74365200000008,136.15380900000036,183.8461909999996,123.71777299999941,115.76904300000022,105.64111300000059,99.61523400000078,104.74365200000014,103.71777299999941,114.35888699999941,117.17968800000016,135.6411130000006,109.74365200000014
25,25.0,162.0512699999999,169.48730499999962,135.12841800000024,179.87158199999973,125.89746099999957,114.74365200000014,105.12841800000022,102.05126999999992,101.41015599999993,101.53857400000015,107.82031300000016,113.46142599999985,132.6923829999996,111.53857400000015
26,26.0,156.0258789999998,162.43603499999972,133.3334960000002,176.1538090000004,124.23095699999978,113.58984400000007,104.48730499999964,103.84619099999964,97.05126999999992,95.25634799999986,100.12841800000022,109.61523400000078,125.25634799999986,114.48730499999964
27,27.0,149.74365200000008,156.1538090000004,131.41015599999992,173.8461909999996,119.87158199999978,112.3076170000004,104.61523400000078,103.58984400000007,93.84619099999964,88.97412100000021,95.89746099999957,108.07714799999941,117.3076170000004,116.79492200000004
28,28.0,145.6411130000006,152.43603499999972,130.12841800000024,172.56396500000028,115.51269500000036,111.15380900000036,106.66650399999979,101.53857400000015,93.84619099999964,86.41015599999993,96.66650399999979,109.61523400000078,113.46142599999985,117.05126999999992
29,29.0,145.0,151.53857400000015,130.12841800000024,171.2822270000006,112.82031300000016,110.12841800000022,109.87158199999978,99.48730499999964,96.92285200000059,88.07714799999941,101.15380900000036,113.20507799999996,115.64111300000059,115.0
