,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.0,78.07714799999941,65.12841800000024,100.0,114.74365200000014,113.07714799999941,107.17968800000016,108.58984400000007,130.51269500000035,103.33349600000021,105.64111300000059,119.61523400000078,110.89746099999957,19.358886999999413,103.58984400000007
1,1.0,72.30761700000039,65.51269500000035,95.12841800000022,114.61523400000078,107.82031300000016,101.41015599999993,106.66650399999979,123.58984400000007,97.94873000000008,110.89746099999957,113.84619099999964,104.74365200000014,20.51269500000035,101.41015599999993
2,2.0,60.0,54.487304999999644,85.38476599999922,108.46142599999985,86.28222700000059,88.07714799999941,99.10253900000043,110.76904300000022,86.79492200000004,101.02587899999979,103.33349600000021,92.82031300000016,14.871581999999762,99.23095699999978
3,3.0,49.358886999999406,37.69238299999961,76.15380900000036,99.10253900000043,65.89746099999957,75.25634799999989,91.02587899999979,98.58984400000007,75.76904300000024,80.38476599999922,93.58984400000007,81.6665039999998,8.717772999999397,97.94873000000008
4,4.0,47.05126999999993,24.230956999999762,71.79492200000004,92.17968800000016,62.82031300000017,68.9741210000002,86.66650399999979,92.17968800000016,69.23095699999976,59.358886999999406,88.20507799999996,76.41015599999993,7.051269999999932,95.64111300000059
5,5.0,51.66650399999981,20.25634799999989,72.56396500000028,91.02587899999979,75.12841800000024,70.0,86.41015599999993,91.41015599999993,67.17968800000017,46.02587899999981,87.05126999999995,77.17968800000017,8.461425999999847,92.82031300000016
6,6.0,56.2822270000006,25.512695000000353,75.0,94.74365200000014,85.12841800000024,73.3334960000002,87.82031300000017,92.3076170000004,66.15380900000036,41.2822270000006,86.02587899999979,80.38476599999922,7.051269999999932,92.94873000000008
7,7.0,53.846190999999635,35.38476599999922,75.51269500000035,99.23095699999978,76.53857400000015,73.20507799999996,87.69238299999962,90.38476599999922,62.56396500000027,40.128418000000245,81.41015599999993,80.64111300000059,0.0,95.25634799999986
8,8.0,44.23095699999976,44.10253900000043,73.07714799999941,101.66650399999979,52.17968800000017,68.9741210000002,85.25634799999989,85.25634799999989,56.794922000000035,39.487304999999644,74.10253900000043,76.0258789999998,-6.794922000000043,95.12841800000022
9,9.0,34.23095699999976,48.3334960000002,69.74365200000011,101.41015599999993,30.25634799999989,63.5898440000001,81.28222700000059,80.25634799999989,53.46142599999985,42.82031300000017,70.51269500000035,69.23095699999976,-1.538574000000153,92.17968800000016
10,10.0,33.0771479999994,47.30761700000039,68.84619099999964,100.64111300000059,27.30761700000039,61.15380900000037,77.43603499999972,79.23095699999976,56.66650399999981,56.02587899999981,77.94873000000007,66.2822270000006,21.025878999999804,90.89746099999957
11,11.0,46.02587899999981,45.0,73.58984400000007,102.56396500000028,48.846190999999635,65.0,77.05126999999993,84.87158199999976,66.79492200000004,78.58984400000007,98.07714799999941,71.53857400000015,53.3334960000002,93.97412100000021
12,12.0,70.76904300000024,48.3334960000002,84.48730499999965,109.23095699999978,86.92285200000059,76.92285200000059,83.84619099999964,97.6923829999996,81.0258789999998,101.66650399999979,124.23095699999978,84.74365200000011,79.61523400000078,97.43603499999972
13,13.0,96.92285200000059,60.0,97.56396500000028,118.46142599999985,122.3076170000004,92.82031300000016,96.66650399999979,113.71777299999941,93.71777299999941,113.20507799999996,142.82031300000014,100.38476599999922,87.43603499999972,98.07714799999941
14,14.0,110.76904300000022,71.53857400000015,104.35888699999941,124.35888699999941,131.53857400000015,101.79492200000004,106.79492200000004,124.23095699999978,97.6923829999996,102.6923829999996,141.79492200000004,108.97412100000021,76.0258789999998,97.94873000000008
15,15.0,104.48730499999964,68.9741210000002,98.07714799999941,120.64111300000059,103.84619099999964,94.35888699999941,104.74365200000014,121.15380900000036,86.92285200000059,67.05126999999993,119.61523400000078,103.97412100000021,57.43603499999973,99.48730499999964
16,16.0,83.20507799999996,43.205077999999965,80.76904300000024,106.41015599999993,55.512695000000356,72.05126999999993,89.35888699999941,104.23095699999978,63.846190999999635,17.17968800000017,89.23095699999978,87.69238299999962,51.02587899999981,100.12841800000022
17,17.0,61.02587899999981,-0.3847659999992175,63.46142599999985,87.82031300000017,21.282227000000606,49.358886999999406,71.0258789999998,84.87158199999976,41.2822270000006,-21.15380900000036,69.48730499999965,71.0258789999998,70.0,96.92285200000059
18,18.0,51.02587899999981,-43.97436500000003,58.0771479999994,73.46142599999985,27.820313000000173,43.3334960000002,64.61523400000078,77.43603499999972,35.38476599999922,-21.410156000000374,71.79492200000004,65.0,112.6923829999996,92.17968800000016
19,19.0,55.12841800000024,-68.97436500000003,67.56396500000028,67.82031300000017,71.0258789999998,60.0,76.6665039999998,89.23095699999978,53.0771479999994,22.69238299999961,92.6923829999996,72.05126999999993,167.0512699999999,91.02587899999979
20,20.0,64.74365200000011,-66.66674799999964,83.58984400000007,68.20507799999996,119.61523400000078,89.23095699999978,100.64111300000059,113.84619099999964,85.51269500000035,88.20507799999996,117.3076170000004,84.61523400000078,222.4360349999997,92.43603499999972
21,21.0,68.84619099999964,-43.846190999999635,93.46142599999985,67.56396500000028,139.3588869999994,111.79492200000004,120.64111300000059,135.38476599999922,112.56396500000028,136.15380900000036,130.51269500000035,91.92285200000059,276.1538090000004,92.05126999999992
22,22.0,61.15380900000037,-18.076904000000013,88.97412100000021,60.641113000000594,115.25634799999986,112.43603499999972,123.20507799999996,139.61523400000078,117.17968800000016,137.56396500000028,126.66650399999979,87.69238299999962,330.3847659999992,89.61523400000078
23,23.0,43.5898440000001,-6.410156000000369,71.92285200000059,46.9228520000006,60.38476599999922,90.89746099999957,106.28222700000059,124.10253900000043,96.28222700000059,91.41015599999993,110.76904300000022,73.46142599999985,384.3588869999994,88.20507799999996
24,24.0,25.0,-13.71801800000003,52.30761700000039,30.512695000000353,7.051269999999932,61.9228520000006,82.17968800000017,100.51269500000036,63.46142599999985,23.7177729999994,94.48730499999964,57.05126999999993,436.53857400000015,87.94873000000005
25,25.0,17.30761700000039,-31.281981999999967,42.94873000000007,17.30761700000039,-11.153809000000363,46.41015599999992,69.23095699999976,86.41015599999993,40.38476599999922,-26.538574000000157,88.84619099999964,48.846190999999635,490.5126950000004,86.02587899999979
26,26.0,27.820313000000173,-44.23071300000038,50.76904300000024,11.025878999999804,17.94873000000007,56.53857400000015,78.58984400000007,92.94873000000008,43.3334960000002,-28.974365000000034,98.71777299999941,55.256347999999896,557.1796880000002,83.3334960000002
27,27.0,52.17968800000017,-41.923095999999994,71.0258789999998,11.153809000000363,74.35888699999941,85.76904300000024,104.74365200000014,115.64111300000059,70.89746099999957,19.102539000000434,119.35888699999941,73.3334960000002,644.3588869999994,84.61523400000078
28,28.0,74.23095699999976,-23.589843999999626,90.0,12.948730000000069,118.58984400000007,113.58984400000007,128.7177729999994,137.94873000000007,104.10253900000043,86.79492200000004,138.84619099999964,91.02587899999979,744.4873049999997,90.51269500000036
29,29.0,78.58984400000007,3.333496000000196,95.25634799999986,10.897460999999566,121.92285200000059,121.15380900000036,133.84619099999964,144.23095699999976,120.0,128.58984400000008,145.89746099999957,95.76904300000022,837.9487300000002,95.0
30,30.0,63.46142599999985,28.3334960000002,85.38476599999922,2.5639650000002803,88.07714799999941,105.25634799999986,118.97412100000021,131.6665039999998,108.71777299999941,115.12841800000022,137.43603499999972,84.48730499999965,907.3076170000003,93.71777299999941
31,31.0,41.538574000000146,43.205077999999965,70.0,-10.128174000000401,46.2822270000006,79.10253900000043,96.92285200000059,111.53857400000015,80.25634799999989,53.205077999999965,120.89746099999957,65.89746099999957,953.8461909999997,90.38476599999922
32,32.0,29.74365200000011,46.9228520000006,60.256347999999896,-23.20507799999996,23.7177729999994,59.487304999999644,81.92285200000059,96.79492200000004,54.23095699999976,-23.333252000000357,107.56396500000028,52.69238299999961,997.6923829999997,89.87158199999978
33,33.0,36.2822270000006,44.743652000000104,60.38476599999922,-33.58984399999963,25.25634799999989,54.23095699999976,78.20507799999996,91.79492200000004,43.0771479999994,-80.38452099999995,105.25634799999986,51.66650399999981,1062.1796880000004,91.66650399999979
34,34.0,55.512695000000356,44.743652000000104,66.9228520000006,-40.76928699999962,37.30761700000039,59.87158199999976,81.41015599999993,92.43603499999972,46.15380900000037,-105.0,113.58984400000007,60.12841800000024,1155.5126950000003,92.82031300000016
