,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,266.4101559999999,197.69238299999958,173.58984400000008,210.76904300000027,110.25634799999986,113.84619099999964,113.33349600000021,105.76904300000022,121.02587899999979,116.28222700000059,223.8461909999996,145.76904300000024,256.79492200000004,225.51269500000038
1,280.1284180000003,198.46142599999985,173.58984400000008,213.3334960000002,101.15380900000036,104.61523400000078,101.41015599999993,88.97412100000021,109.61523400000078,100.64111300000059,215.25634799999992,145.25634799999992,252.82031300000014,259.10253900000043
2,299.6152340000008,187.4360349999997,175.64111300000062,218.0771479999994,93.71777299999941,97.3076170000004,93.58984400000007,79.35888699999941,100.0,89.35888699999941,206.15380900000042,146.0258789999998,260.3847659999992,292.5639650000003
3,314.8715819999997,175.51269500000038,177.69238299999958,223.8461909999996,88.97412100000021,95.64111300000059,91.79492200000004,78.84619099999964,93.07714799999941,87.56396500000028,198.205078,146.0258789999998,284.8715819999997,312.5639650000003
4,318.7177729999994,180.12841800000027,180.51269500000038,232.69238299999958,90.76904300000022,99.35888699999941,95.64111300000059,86.92285200000059,91.53857400000015,91.41015599999993,193.58984400000008,145.6411130000006,322.17968800000017,313.4614259999998
5,314.4873049999996,210.0,187.82031300000014,248.3334960000002,102.94873000000008,104.74365200000014,104.35888699999941,101.79492200000004,98.20507799999996,95.12841800000022,194.6152340000008,146.79492200000004,359.61523400000084,302.5639650000003
6,312.5639650000003,252.30761700000042,201.41015599999992,272.3076170000004,122.43603499999972,107.6923829999996,114.87158199999978,117.82031300000016,110.76904300000022,96.28222700000059,200.3847659999992,150.76904300000024,382.82031300000017,293.9741210000002
7,320.5126950000004,281.1538090000004,217.69238299999958,300.1284180000003,139.23095699999976,106.92285200000059,122.56396500000028,127.17968800000016,120.76904300000022,98.84619099999964,205.51269500000038,156.2822270000006,385.6411130000006,298.3334960000002
8,335.7690430000003,277.5639650000003,229.74365200000008,323.84619099999964,143.58984400000008,103.71777299999941,123.07714799999941,123.46142599999985,120.12841800000022,108.71777299999941,204.10253900000043,160.12841800000024,373.58984400000014,315.1284180000003
9,347.3076170000004,245.76904300000027,231.79492200000004,336.0258789999998,133.7177729999994,100.0,115.76904300000022,106.79492200000004,107.3076170000004,126.79492200000004,194.74365200000008,159.61523400000078,359.23095699999976,334.7436520000001
10,344.4873049999996,208.205078,223.9741210000002,335.5126950000004,116.41015599999993,97.05126999999992,103.97412100000021,84.48730499999965,88.97412100000021,144.61523400000078,180.89746099999957,154.23095699999976,352.5639650000003,345.5126950000004
11,326.5385740000001,186.79492200000004,213.58984400000008,329.3588869999994,102.43603499999972,95.64111300000059,93.97412100000021,67.69238299999961,76.0258789999998,151.0258789999998,168.7177729999994,147.0512699999999,355.76904300000024,342.94873000000007
12,304.3588869999994,187.30761700000042,210.3847659999992,328.58984400000014,100.12841800000022,95.89746099999957,91.41015599999993,64.10253900000043,76.6665039999998,143.46142599999985,163.7177729999994,142.9487300000001,366.66650399999986,331.5385740000001
13,292.94873000000007,198.7177729999994,219.10253900000043,340.7690430000003,110.0,97.94873000000008,97.17968800000016,73.58984400000007,91.15380900000036,131.79492200000004,166.53857400000015,145.0,383.205078,320.5126950000004
14,299.10253900000043,206.6665039999998,235.0,362.6923829999996,123.97412100000021,101.28222700000059,106.66650399999979,87.43603499999972,108.58984400000007,129.10253900000043,172.30761700000042,150.89746099999957,404.1025390000004,316.0258789999998
15,317.3076170000004,204.87158199999973,246.53857400000012,382.6923829999996,131.15380900000036,103.58984400000007,112.43603499999972,94.48730499999964,114.74365200000014,137.94873000000007,173.7177729999994,155.25634799999992,428.33349600000014,317.82031300000017
16,336.15380900000036,198.0771479999994,246.53857400000012,389.61523400000084,126.66650399999979,102.94873000000008,110.76904300000022,89.87158199999978,103.20507799999996,149.74365200000008,167.6923829999996,154.10253900000043,455.7690430000001,322.6923829999996
17,349.23095699999976,192.82031300000014,237.94873000000007,383.33349600000014,115.89746099999957,100.25634799999986,103.97412100000021,78.9741210000002,81.92285200000059,153.8461909999996,159.10253900000043,149.61523400000078,488.33349600000014,327.4360349999997
18,357.5639650000003,190.0,230.12841800000027,373.58984400000014,109.35888699999941,98.33349600000021,97.82031300000016,71.28222700000059,66.41015599999993,148.20507799999996,154.74365200000008,146.9228520000006,528.3334960000002,330.7690430000003
19,365.5126950000004,186.0258789999998,229.87158199999973,370.7690430000001,113.33349600000021,99.48730499999964,96.02587899999979,72.56396500000028,67.05126999999993,140.12841800000024,156.79492200000004,149.3588869999994,576.0258789999998,332.6923829999996
20,375.7690430000001,180.12841800000027,236.79492200000004,378.33349600000014,125.0,104.10253900000043,98.46142599999985,80.64111300000059,82.43603499999972,139.74365200000008,161.53857400000015,155.12841800000024,630.2563479999999,334.3588869999994
21,387.5639650000003,176.1538090000004,246.0258789999998,391.794922,135.76904300000024,110.25634799999986,102.43603499999972,88.84619099999964,102.3076170000004,151.53857400000015,164.61523400000078,159.87158199999976,691.1538090000003,337.17968800000017
22,396.15380900000036,179.48730499999962,252.05126999999996,403.0771479999994,137.94873000000007,114.48730499999964,105.64111300000059,91.53857400000015,115.12841800000022,170.51269500000038,164.74365200000008,160.0,763.0771479999994,341.6665039999998
23,396.66650399999986,189.74365200000008,251.79492200000004,406.41015599999986,130.89746099999957,113.84619099999964,106.28222700000059,86.79492200000004,114.87158199999978,186.0258789999998,163.9741210000002,155.25634799999992,852.3076170000003,345.8974609999996
24,389.61523400000084,200.3847659999992,245.25634799999992,401.53857400000015,119.61523400000078,108.20507799999996,103.20507799999996,76.28222700000059,103.58984400000007,188.7177729999994,163.46142599999985,148.7177729999994,962.8203130000003,347.94873000000007
25,380.8974609999996,203.9741210000002,236.15380900000042,393.4614259999999,111.15380900000036,101.15380900000036,95.76904300000022,64.48730499999965,88.07714799999941,177.05126999999993,162.43603499999972,143.9741210000002,1094.2309569999998,347.5639650000003
26,376.9228520000006,199.10253900000043,228.9741210000002,388.7177729999994,109.61523400000078,97.6923829999996,86.15380900000036,56.02587899999981,75.25634799999989,157.3076170000004,160.0,143.20507799999996,1244.4873049999997,345.8974609999996
27,379.3588869999994,193.0771479999994,226.9228520000006,390.7690430000001,114.23095699999978,100.0,78.71777299999941,54.10253900000043,69.48730499999965,140.38476599999922,158.3334960000002,145.76904300000024,1410.3847659999994,344.3588869999994
