,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,59.61523400000078,78.7177729999994,77.43603499999972,106.0258789999998,108.84619099999964,77.56396500000028,73.46142599999985,66.0258789999998,70.76904300000024,65.89746099999957,79.48730499999965,79.48730499999965,69.87158199999976,105.76904300000024
1,66.9228520000006,82.56396500000028,85.76904300000024,119.74365200000011,143.46142599999985,87.05126999999993,86.6665039999998,77.82031300000017,82.05126999999993,105.0,94.35888699999941,87.43603499999972,86.15380900000036,104.48730499999965
2,77.17968800000017,85.12841800000024,94.87158199999976,130.12841800000024,144.48730499999965,91.9228520000006,102.17968800000017,88.20507799999996,87.56396500000028,137.17968800000017,107.94873000000007,97.17968800000017,99.74365200000011,107.43603499999972
3,90.25634799999989,93.9741210000002,103.20507799999996,134.10253900000043,127.30761700000039,97.43603499999972,116.6665039999998,95.0,87.82031300000017,149.48730499999965,117.05126999999993,107.05126999999993,109.35888699999941,111.9228520000006
4,107.43603499999972,113.46142599999985,110.64111300000059,133.20507799999996,117.94873000000007,108.9741210000002,127.30761700000039,99.87158199999976,88.46142599999985,145.89746099999957,123.9741210000002,116.6665039999998,118.58984400000008,111.41015599999992
5,126.15380900000036,137.17968800000017,115.89746099999957,131.15380900000036,127.56396500000028,123.9741210000002,131.15380900000036,104.35888699999941,93.9741210000002,139.48730499999965,132.05126999999993,124.87158199999976,129.3588869999994,106.79492200000004
6,138.7177729999994,150.6411130000006,116.53857400000015,129.61523400000078,143.46142599999985,131.15380900000036,125.38476599999922,106.9228520000006,103.0771479999994,139.10253900000043,140.12841800000024,128.20507799999996,135.51269500000035,105.38476599999922
7,137.3076170000004,143.0771479999994,110.51269500000035,127.82031300000017,144.3588869999994,122.94873000000007,111.79492200000004,104.61523400000078,109.74365200000011,144.48730499999965,143.0771479999994,123.46142599999985,128.58984400000008,107.82031300000017
8,123.46142599999985,117.69238299999961,100.0,123.7177729999994,124.23095699999976,104.61523400000078,98.20507799999996,97.94873000000007,110.0,149.7436520000001,137.3076170000004,112.30761700000039,108.9741210000002,107.82031300000017
9,109.23095699999976,90.25634799999989,92.17968800000017,117.69238299999961,99.61523400000078,92.94873000000007,94.74365200000011,91.79492200000004,105.51269500000035,150.51269500000035,126.53857400000015,102.82031300000017,89.23095699999976,104.61523400000078
10,108.58984400000008,76.15380900000036,93.58984400000008,112.69238299999961,94.35888699999941,101.0258789999998,105.51269500000035,92.43603499999972,102.43603499999972,147.05126999999993,121.15380900000036,103.9741210000002,85.12841800000024,104.35888699999941
11,123.58984400000008,77.82031300000017,103.9741210000002,111.79492200000004,114.48730499999965,125.89746099999957,124.61523400000078,101.15380900000036,105.38476599999922,143.9741210000002,128.58984400000008,116.79492200000004,102.30761700000039,109.23095699999976
12,140.12841800000024,83.20507799999996,114.35888699999941,114.10253900000043,138.9741210000002,147.56396500000028,137.43603499999972,111.2822270000006,110.89746099999957,143.7177729999994,145.2563479999999,130.76904300000024,132.05126999999993,112.43603499999972
13,139.7436520000001,77.30761700000039,113.9741210000002,114.35888699999941,139.10253900000043,145.51269500000035,132.43603499999972,111.79492200000004,111.0258789999998,140.76904300000024,157.6923829999996,130.89746099999957,157.3076170000004,109.10253900000043
14,117.05126999999993,56.2822270000006,100.76904300000024,109.23095699999976,109.10253900000043,118.84619099999964,112.43603499999972,98.7177729999994,101.41015599999992,126.6665039999998,155.38476599999922,113.20507799999996,168.0771479999994,104.87158199999976
